ENSG00000180008	ENST00000395472:ENST00000555846:ENST00000339298
ENSG00000177311	ENST00000510338
ENSG00000177311	ENST00000509813
ENSG00000177311	ENST00000509842
ENSG00000177311	ENST00000509883
ENSG00000162066	ENST00000566706
ENSG00000162066	ENST00000563556
ENSG00000162066	ENST00000413459
ENSG00000162066	ENST00000293971
ENSG00000162066	ENST00000563633
ENSG00000162066	ENST00000568263
ENSG00000162066	ENST00000569879
ENSG00000162066	ENST00000302956
ENSG00000196505	ENST00000369442
ENSG00000196505	ENST00000369443
ENSG00000135913	ENST00000338465
ENSG00000135913	ENST00000415516
ENSG00000135913	ENST00000258399:ENST00000454775:ENST00000418019
ENSG00000143977	ENST00000482975:ENST00000438261:ENST00000449935
ENSG00000143977	ENST00000454893
ENSG00000143977	ENST00000413456
ENSG00000143977	ENST00000272348
ENSG00000143970	ENST00000404843:ENST00000272341
ENSG00000143970	ENST00000336112
ENSG00000143970	ENST00000435504
ENSG00000143971	ENST00000272342
ENSG00000135912	ENST00000436668
ENSG00000135912	ENST00000415717
ENSG00000135912	ENST00000448224
ENSG00000135912	ENST00000417855
ENSG00000135912	ENST00000434241
ENSG00000135912	ENST00000437755
ENSG00000135912	ENST00000457313
ENSG00000135912	ENST00000392102:ENST00000258398
ENSG00000135912	ENST00000417196
ENSG00000135912	ENST00000442769
ENSG00000135912	ENST00000424644
ENSG00000153140	ENST00000522083
ENSG00000153140	ENST00000518458
ENSG00000153140	ENST00000522864
ENSG00000153140	ENST00000522565
ENSG00000153140	ENST00000283122
ENSG00000153140	ENST00000522842
ENSG00000103942	ENST00000558817
ENSG00000103942	ENST00000426485
ENSG00000103942	ENST00000399166
ENSG00000103942	ENST00000450735
ENSG00000103942	ENST00000558090
ENSG00000103942	ENST00000304231
ENSG00000153147	ENST00000283131
ENSG00000139405	ENST00000552495
ENSG00000139405	ENST00000549621:ENST00000548278
ENSG00000111275	ENST00000416293
ENSG00000111275	ENST00000548536
ENSG00000111275	ENST00000261733
ENSG00000111275	ENST00000549106
ENSG00000144791	ENST00000273317
ENSG00000144791	ENST00000440097
ENSG00000205884	ENST00000382209
ENSG00000205883	ENST00000382208
ENSG00000205882	ENST00000526438:ENST00000382205
ENSG00000101981	ENST00000218099
ENSG00000101981	ENST00000394090
ENSG00000197343	ENST00000416144
ENSG00000197343	ENST00000422647
ENSG00000197343	ENST00000452314
ENSG00000197343	ENST00000422164
ENSG00000197343	ENST00000422422
ENSG00000197343	ENST00000440391:ENST00000357864
ENSG00000197343	ENST00000252713:ENST00000394163
ENSG00000197343	ENST00000454654:ENST00000425063
ENSG00000197343	ENST00000320583
ENSG00000197343	ENST00000423973
ENSG00000197343	ENST00000412636
ENSG00000197343	ENST00000427931
ENSG00000197343	ENST00000449244
ENSG00000197343	ENST00000493277:ENST00000424881
ENSG00000196235	ENST00000593727
ENSG00000196235	ENST00000601515:ENST00000594729
ENSG00000196235	ENST00000594990
ENSG00000196235	ENST00000359191:ENST00000402194
ENSG00000196235	ENST00000599117:ENST00000598725:ENST00000432763
ENSG00000135974	ENST00000410049
ENSG00000135974	ENST00000437250
ENSG00000135974	ENST00000258457
ENSG00000131238	ENST00000372779
ENSG00000131238	ENST00000527311
ENSG00000131238	ENST00000530704
ENSG00000131238	ENST00000530076
ENSG00000131238	ENST00000439754
ENSG00000131238	ENST00000526547
ENSG00000131238	ENST00000449045
ENSG00000131238	ENST00000433473:ENST00000529905
ENSG00000135976	ENST00000357042
ENSG00000135976	ENST00000461153:ENST00000420699
ENSG00000142002	ENST00000262960
ENSG00000142002	ENST00000597900
ENSG00000142002	ENST00000597726
ENSG00000142002	ENST00000594671
ENSG00000142002	ENST00000598360
ENSG00000142002	ENST00000602161
ENSG00000142002	ENST00000598800
ENSG00000142002	ENST00000599248
ENSG00000142002	ENST00000595327
ENSG00000142002	ENST00000597849
ENSG00000142002	ENST00000601720
ENSG00000142002	ENST00000593973
ENSG00000142002	ENST00000598041
ENSG00000142002	ENST00000601130
ENSG00000142002	ENST00000600621
ENSG00000142002	ENST00000600556
ENSG00000142002	ENST00000599163
ENSG00000135973	ENST00000258456
ENSG00000135972	ENST00000413583
ENSG00000135972	ENST00000258455
ENSG00000135750	ENST00000366620
ENSG00000135750	ENST00000366621
ENSG00000135750	ENST00000446915
ENSG00000188021	ENST00000338222
ENSG00000142552	ENST00000598833
ENSG00000142552	ENST00000593483
ENSG00000142552	ENST00000597801
ENSG00000142552	ENST00000270645
ENSG00000131236	ENST00000414281
ENSG00000131236	ENST00000420216
ENSG00000131236	ENST00000414893
ENSG00000131236	ENST00000421589
ENSG00000131236	ENST00000372797:ENST00000372792:ENST00000372805
ENSG00000131236	ENST00000449311
ENSG00000131236	ENST00000417287
ENSG00000131236	ENST00000372802:ENST00000372798:ENST00000340450
ENSG00000131236	ENST00000435719
ENSG00000131236	ENST00000424977
ENSG00000131236	ENST00000427843
ENSG00000131236	ENST00000446031
ENSG00000188026	ENST00000544468
ENSG00000188026	ENST00000376874
ENSG00000188026	ENST00000340724
ENSG00000239697	ENST00000557233
ENSG00000239697	ENST00000293825
ENSG00000239697	ENST00000322272
ENSG00000142556	ENST00000595189
ENSG00000142556	ENST00000270649
ENSG00000142556	ENST00000356322
ENSG00000142556	ENST00000597952
ENSG00000136404	ENST00000258909
ENSG00000136404	ENST00000565982
ENSG00000136404	ENST00000322019
ENSG00000136404	ENST00000379390
ENSG00000136404	ENST00000561551
ENSG00000136404	ENST00000565774
ENSG00000136404	ENST00000379386
ENSG00000136404	ENST00000379384
ENSG00000153214	ENST00000452614
ENSG00000153214	ENST00000283206
ENSG00000153214	ENST00000452029
ENSG00000188086	ENST00000442359
ENSG00000188086	ENST00000423292
ENSG00000175832	ENST00000586764
ENSG00000175832	ENST00000586826
ENSG00000175832	ENST00000319349:ENST00000393664:ENST00000591713
ENSG00000175832	ENST00000545954:ENST00000538265
ENSG00000175832	ENST00000545089
ENSG00000108946	ENST00000585608
ENSG00000108946	ENST00000585427
ENSG00000108946	ENST00000585981
ENSG00000108946	ENST00000589480
ENSG00000108946	ENST00000586541
ENSG00000108946	ENST00000392710
ENSG00000108946	ENST00000589309
ENSG00000108946	ENST00000358598:ENST00000589228:ENST00000536854:ENST00000586397:ENST00000392711
ENSG00000108946	ENST00000585815
ENSG00000108946	ENST00000588702
ENSG00000108946	ENST00000589017
ENSG00000108946	ENST00000588188
ENSG00000108946	ENST00000588178
ENSG00000108946	ENST00000592800
ENSG00000188001	ENST00000433971:ENST00000345063
ENSG00000188001	ENST00000425670
ENSG00000188001	ENST00000456832
ENSG00000188001	ENST00000412373
ENSG00000166337	ENST00000299424
ENSG00000226600	ENST00000417256
ENSG00000151893	ENST00000493518:ENST00000340214
ENSG00000151893	ENST00000369151
ENSG00000165996	ENST00000498812
ENSG00000165996	ENST00000466335
ENSG00000165996	ENST00000361271
ENSG00000165996	ENST00000326961
ENSG00000157999	ENST00000409061
ENSG00000165626	ENST00000378605
ENSG00000165626	ENST00000440282
ENSG00000165626	ENST00000396900
ENSG00000165626	ENST00000396898
ENSG00000165626	ENST00000341083
ENSG00000162676	ENST00000370332:ENST00000294702:ENST00000427103
ENSG00000163749	ENST00000388914
ENSG00000163749	ENST00000434846
ENSG00000183208	ENST00000561433
ENSG00000183208	ENST00000559204
ENSG00000183208	ENST00000558017:ENST00000329600
ENSG00000183208	ENST00000558291
ENSG00000237197	ENST00000430425
ENSG00000237190	ENST00000458198
ENSG00000237190	ENST00000395009
ENSG00000150676	ENST00000280245
ENSG00000150676	ENST00000376067
ENSG00000150676	ENST00000342404
ENSG00000150676	ENST00000526729
ENSG00000153002	ENST00000494888
ENSG00000153002	ENST00000491148:ENST00000282957
ENSG00000153002	ENST00000468341
ENSG00000153002	ENST00000462345
ENSG00000240747	ENST00000426937:ENST00000383748:ENST00000418176
ENSG00000055917	ENST00000361078
ENSG00000055917	ENST00000429419
ENSG00000055917	ENST00000319801
ENSG00000055917	ENST00000338086:ENST00000403432
ENSG00000055917	ENST00000440577
ENSG00000055917	ENST00000432105:ENST00000446940
ENSG00000055917	ENST00000442400
ENSG00000055917	ENST00000424110
ENSG00000055917	ENST00000536417
ENSG00000163743	ENST00000451788
ENSG00000163743	ENST00000513257
ENSG00000163743	ENST00000513909
ENSG00000163743	ENST00000504085
ENSG00000163743	ENST00000324439
ENSG00000163743	ENST00000512706
ENSG00000163743	ENST00000505105
ENSG00000163743	ENST00000507014
ENSG00000163743	ENST00000380840
ENSG00000145214	ENST00000273814
ENSG00000145214	ENST00000515182
ENSG00000145214	ENST00000510286
ENSG00000145214	ENST00000509465
ENSG00000183206	ENST00000358970
ENSG00000183206	ENST00000511306
ENSG00000183207	ENST00000221413
ENSG00000183207	ENST00000596837
ENSG00000183207	ENST00000601968
ENSG00000183207	ENST00000593570
ENSG00000183207	ENST00000413176
ENSG00000183207	ENST00000595811
ENSG00000183207	ENST00000595090
ENSG00000183207	ENST00000596247
ENSG00000163746	ENST00000463633
ENSG00000163746	ENST00000336685
ENSG00000163746	ENST00000497985
ENSG00000163746	ENST00000489015
ENSG00000187048	ENST00000371905
ENSG00000187048	ENST00000457840
ENSG00000187048	ENST00000462347
ENSG00000187048	ENST00000371904
ENSG00000187048	ENST00000474458
ENSG00000187048	ENST00000310638
ENSG00000187048	ENST00000468629
ENSG00000187048	ENST00000465874
ENSG00000187048	ENST00000475477
ENSG00000187049	ENST00000515837
ENSG00000187049	ENST00000334888
ENSG00000187049	ENST00000398979
ENSG00000110955	ENST00000551020
ENSG00000110955	ENST00000552104
ENSG00000110955	ENST00000262030
ENSG00000110955	ENST00000552919
ENSG00000110955	ENST00000553007
ENSG00000110955	ENST00000552959
ENSG00000110955	ENST00000551570
ENSG00000214694	ENST00000409978:ENST00000398800
ENSG00000214694	ENST00000411874
ENSG00000214694	ENST00000536934
ENSG00000214694	ENST00000433605
ENSG00000101444	ENST00000538132
ENSG00000101444	ENST00000217426
ENSG00000170860	ENST00000306024
ENSG00000119596	ENST00000554107
ENSG00000119596	ENST00000547879
ENSG00000119596	ENST00000238571
ENSG00000119596	ENST00000325680
ENSG00000119596	ENST00000549293
ENSG00000119596	ENST00000552421
ENSG00000180011	ENST00000322342
ENSG00000180011	ENST00000581620
ENSG00000180011	ENST00000537114
ENSG00000180011	ENST00000582437
ENSG00000172167	ENST00000523373
ENSG00000172167	ENST00000305949
ENSG00000172167	ENST00000519556
ENSG00000187045	ENST00000442782
ENSG00000187045	ENST00000406725
ENSG00000187045	ENST00000423761
ENSG00000187045	ENST00000429068
ENSG00000187045	ENST00000346753
ENSG00000187045	ENST00000406856:ENST00000381792
ENSG00000139269	ENST00000547970
ENSG00000139269	ENST00000266646
ENSG00000183431	ENST00000373019
ENSG00000183431	ENST00000448721
ENSG00000239961	ENST00000291759
ENSG00000239961	ENST00000595581
ENSG00000198877	ENST00000361760
ENSG00000114738	ENST00000457064
ENSG00000114738	ENST00000451680
ENSG00000114738	ENST00000446044:ENST00000357955
ENSG00000114738	ENST00000430409
ENSG00000157224	ENST00000394604
ENSG00000157224	ENST00000416322
ENSG00000157224	ENST00000496677:ENST00000287916:ENST00000394605:ENST00000535571
ENSG00000157224	ENST00000427904
ENSG00000114737	ENST00000348721
ENSG00000114737	ENST00000443053
ENSG00000114735	ENST00000448997:ENST00000424388
ENSG00000114735	ENST00000443894
ENSG00000114735	ENST00000434410:ENST00000232854:ENST00000455834
ENSG00000101448	ENST00000354280
ENSG00000101448	ENST00000336443
ENSG00000101448	ENST00000555685
ENSG00000101448	ENST00000409554
ENSG00000267385	ENST00000586020
ENSG00000165192	ENST00000380470
ENSG00000165192	ENST00000480796
ENSG00000165192	ENST00000344384:ENST00000537676
ENSG00000165192	ENST00000485437
ENSG00000185753	ENST00000440784
ENSG00000185753	ENST00000327877
ENSG00000185753	ENST00000378418
ENSG00000185753	ENST00000378426:ENST00000378421
ENSG00000185751	ENST00000330906
ENSG00000165197	ENST00000297904
ENSG00000165194	ENST00000255531
ENSG00000165194	ENST00000373034
ENSG00000165194	ENST00000420881
ENSG00000165195	ENST00000542278
ENSG00000165195	ENST00000333590
ENSG00000165195	ENST00000428964
ENSG00000084110	ENST00000544080:ENST00000546999
ENSG00000084110	ENST00000548808
ENSG00000084110	ENST00000261208
ENSG00000084110	ENST00000538703
ENSG00000084110	ENST00000546579
ENSG00000084110	ENST00000552509
ENSG00000084110	ENST00000541929
ENSG00000185758	ENST00000514470
ENSG00000185758	ENST00000541814
ENSG00000115170	ENST00000440523
ENSG00000115170	ENST00000263640:ENST00000409283:ENST00000410057:ENST00000434821
ENSG00000115170	ENST00000424669
ENSG00000115170	ENST00000412025
ENSG00000115170	ENST00000413751
ENSG00000115170	ENST00000539637
ENSG00000155897	ENST00000522949
ENSG00000155897	ENST00000377928
ENSG00000155897	ENST00000286355
ENSG00000127337	ENST00000548020
ENSG00000127337	ENST00000549685
ENSG00000127337	ENST00000247843
ENSG00000127337	ENST00000552955
ENSG00000205476	ENST00000556348
ENSG00000205476	ENST00000380243
ENSG00000205476	ENST00000554996
ENSG00000205476	ENST00000554877
ENSG00000205476	ENST00000557576
ENSG00000205476	ENST00000557769:ENST00000555822
ENSG00000124713	ENST00000372808
ENSG00000213420	ENST00000292377
ENSG00000257955	ENST00000547602
ENSG00000148386	ENST00000277526
ENSG00000250673	ENST00000504313
ENSG00000148384	ENST00000371712
ENSG00000127507	ENST00000595208
ENSG00000127507	ENST00000595839:ENST00000353005
ENSG00000127507	ENST00000601345
ENSG00000127507	ENST00000392964
ENSG00000127507	ENST00000596991:ENST00000392967
ENSG00000127507	ENST00000315576
ENSG00000127507	ENST00000392962
ENSG00000127507	ENST00000594294:ENST00000346057
ENSG00000127507	ENST00000594076:ENST00000353876
ENSG00000127507	ENST00000392965
ENSG00000125912	ENST00000246117
ENSG00000125912	ENST00000592235
ENSG00000125912	ENST00000590671
ENSG00000125912	ENST00000587740
ENSG00000125912	ENST00000588428
ENSG00000125912	ENST00000592737
ENSG00000125912	ENST00000586904
ENSG00000163399	ENST00000440951
ENSG00000163399	ENST00000369496
ENSG00000163399	ENST00000418797
ENSG00000163399	ENST00000537345
ENSG00000163399	ENST00000295598
ENSG00000163399	ENST00000369494
ENSG00000172889	ENST00000492862
ENSG00000172889	ENST00000371699:ENST00000406555:ENST00000371698:ENST00000308874
ENSG00000020426	ENST00000554002
ENSG00000020426	ENST00000557134
ENSG00000020426	ENST00000539616
ENSG00000020426	ENST00000261245
ENSG00000112773	ENST00000369754
ENSG00000112773	ENST00000412306
ENSG00000112773	ENST00000369756
ENSG00000112773	ENST00000423467
ENSG00000112773	ENST00000320172
ENSG00000164329	ENST00000504233
ENSG00000164329	ENST00000296783:ENST00000453514:ENST00000428308
ENSG00000164329	ENST00000423041
ENSG00000102125	ENST00000426231
ENSG00000102125	ENST00000350743
ENSG00000102125	ENST00000454722
ENSG00000102125	ENST00000369790
ENSG00000102125	ENST00000351413
ENSG00000102125	ENST00000439735
ENSG00000102125	ENST00000426834
ENSG00000102125	ENST00000475699
ENSG00000102125	ENST00000455296:ENST00000445994:ENST00000433313
ENSG00000102125	ENST00000299328
ENSG00000102125	ENST00000369776
ENSG00000258465	ENST00000556710
ENSG00000258465	ENST00000485079
ENSG00000128989	ENST00000569723
ENSG00000128989	ENST00000561650:ENST00000568196:ENST00000563277:ENST00000563566
ENSG00000128989	ENST00000567830
ENSG00000128989	ENST00000566423:ENST00000249822:ENST00000567669:ENST00000569281
ENSG00000128989	ENST00000564163:ENST00000561971
ENSG00000163534	ENST00000491942
ENSG00000163534	ENST00000358292
ENSG00000163534	ENST00000368176
ENSG00000172339	ENST00000370205
ENSG00000164946	ENST00000380881
ENSG00000164946	ENST00000380880:ENST00000422223
ENSG00000164946	ENST00000427623
ENSG00000164946	ENST00000380875
ENSG00000164946	ENST00000380894
ENSG00000229063	ENST00000390389
ENSG00000160691	ENST00000444179
ENSG00000160691	ENST00000412170
ENSG00000160691	ENST00000448116
ENSG00000160691	ENST00000606391
ENSG00000160691	ENST00000368450
ENSG00000160691	ENST00000368445
ENSG00000160691	ENST00000414115
ENSG00000160691	ENST00000444664
ENSG00000160691	ENST00000368453
ENSG00000160691	ENST00000366442
ENSG00000160691	ENST00000368449
ENSG00000101871	ENST00000380779:ENST00000380780:ENST00000380785:ENST00000380787:ENST00000453318:ENST00000317552
ENSG00000101871	ENST00000423614
ENSG00000101871	ENST00000380782
ENSG00000101871	ENST00000413894
ENSG00000215182	ENST00000356191
ENSG00000215182	ENST00000534821
ENSG00000234511	ENST00000521850:ENST00000593851
ENSG00000234511	ENST00000524171
ENSG00000242852	ENST00000397732
ENSG00000242852	ENST00000455490
ENSG00000164088	ENST00000457351
ENSG00000164088	ENST00000457454
ENSG00000164088	ENST00000409502
ENSG00000164088	ENST00000323588
ENSG00000164088	ENST00000443681
ENSG00000164088	ENST00000296487
ENSG00000139793	ENST00000345429
ENSG00000139793	ENST00000469707
ENSG00000139793	ENST00000445661
ENSG00000139793	ENST00000376673
ENSG00000139793	ENST00000397601:ENST00000343600
ENSG00000139793	ENST00000449284
ENSG00000269295	ENST00000600472
ENSG00000197651	ENST00000358859
ENSG00000197651	ENST00000549707
ENSG00000138115	ENST00000535898
ENSG00000138115	ENST00000539050
ENSG00000138115	ENST00000490994
ENSG00000138115	ENST00000371270
ENSG00000138115	ENST00000525991
ENSG00000138115	ENST00000527420
ENSG00000187601	ENST00000342972
ENSG00000138442	ENST00000261015
ENSG00000138443	ENST00000424558
ENSG00000138443	ENST00000447762
ENSG00000138443	ENST00000444584
ENSG00000138443	ENST00000413635
ENSG00000138443	ENST00000451591
ENSG00000138443	ENST00000261017
ENSG00000138443	ENST00000422511
ENSG00000138443	ENST00000441061
ENSG00000138443	ENST00000454023
ENSG00000138443	ENST00000417864
ENSG00000138443	ENST00000431886
ENSG00000138443	ENST00000430418
ENSG00000138443	ENST00000261018
ENSG00000138443	ENST00000425253
ENSG00000138443	ENST00000295851
ENSG00000138443	ENST00000261016
ENSG00000138443	ENST00000416001
ENSG00000172789	ENST00000312492
ENSG00000122008	ENST00000505774:ENST00000511527:ENST00000505975
ENSG00000122008	ENST00000515295
ENSG00000122008	ENST00000380481
ENSG00000122008	ENST00000508526:ENST00000352007
ENSG00000122008	ENST00000510815
ENSG00000122008	ENST00000514296
ENSG00000122008	ENST00000509126
ENSG00000122008	ENST00000503479
ENSG00000122008	ENST00000504026
ENSG00000122008	ENST00000241436
ENSG00000122008	ENST00000514141
ENSG00000227551	ENST00000415041
ENSG00000215187	ENST00000399742
ENSG00000215187	ENST00000447837
ENSG00000172785	ENST00000431099
ENSG00000172785	ENST00000377447
ENSG00000172785	ENST00000382447
ENSG00000172785	ENST00000356521
ENSG00000172785	ENST00000314367
ENSG00000172785	ENST00000382389
ENSG00000172785	ENST00000382393
ENSG00000172785	ENST00000377400
ENSG00000172782	ENST00000310226
ENSG00000172782	ENST00000579663
ENSG00000138448	ENST00000433736
ENSG00000138448	ENST00000430709
ENSG00000138448	ENST00000261023
ENSG00000138448	ENST00000374907
ENSG00000138449	ENST00000455320
ENSG00000138449	ENST00000427419:ENST00000440626
ENSG00000138449	ENST00000427241
ENSG00000138449	ENST00000261024
ENSG00000159335	ENST00000540874
ENSG00000159335	ENST00000309083
ENSG00000159335	ENST00000389462
ENSG00000182158	ENST00000330387
ENSG00000182158	ENST00000452463
ENSG00000182158	ENST00000420629
ENSG00000182158	ENST00000456390
ENSG00000182158	ENST00000458726
ENSG00000159337	ENST00000290472
ENSG00000150201	ENST00000476166
ENSG00000104131	ENST00000535391
ENSG00000104131	ENST00000558353
ENSG00000104131	ENST00000424492
ENSG00000104131	ENST00000261868
ENSG00000104131	ENST00000536248
ENSG00000132693	ENST00000368111:ENST00000368110:ENST00000343919
ENSG00000132693	ENST00000255030
ENSG00000132693	ENST00000437342
ENSG00000132693	ENST00000368112
ENSG00000104133	ENST00000560858
ENSG00000104133	ENST00000558155
ENSG00000104133	ENST00000557866
ENSG00000104133	ENST00000559822
ENSG00000104133	ENST00000560435
ENSG00000104133	ENST00000559511
ENSG00000104133	ENST00000261866
ENSG00000104133	ENST00000535302
ENSG00000104133	ENST00000558138
ENSG00000104133	ENST00000559193
ENSG00000104133	ENST00000558988
ENSG00000104133	ENST00000558319
ENSG00000104133	ENST00000427534
ENSG00000104133	ENST00000559754
ENSG00000267426	ENST00000590947
ENSG00000267426	ENST00000587556
ENSG00000244624	ENST00000334664
ENSG00000166710	ENST00000349264
ENSG00000166710	ENST00000559720:ENST00000544417
ENSG00000166710	ENST00000557901
ENSG00000166710	ENST00000561139
ENSG00000166710	ENST00000558401:ENST00000561424:ENST00000559916
ENSG00000132692	ENST00000457777
ENSG00000132692	ENST00000424639
ENSG00000132692	ENST00000441358
ENSG00000132692	ENST00000491823
ENSG00000132692	ENST00000329117
ENSG00000132692	ENST00000479949
ENSG00000132692	ENST00000361588
ENSG00000159339	ENST00000375453
ENSG00000159339	ENST00000375448
ENSG00000130803	ENST00000247956
ENSG00000130803	ENST00000591508
ENSG00000130803	ENST00000360385
ENSG00000130803	ENST00000591278
ENSG00000244623	ENST00000316368
ENSG00000126067	ENST00000373237
ENSG00000135625	ENST00000545030
ENSG00000135625	ENST00000436467
ENSG00000186314	ENST00000394450
ENSG00000186314	ENST00000334744
ENSG00000186314	ENST00000511435
ENSG00000186314	ENST00000505416:ENST00000358004
ENSG00000126062	ENST00000266025
ENSG00000135624	ENST00000537131
ENSG00000135624	ENST00000540468
ENSG00000135624	ENST00000409924
ENSG00000135624	ENST00000398422
ENSG00000135624	ENST00000258091
ENSG00000135624	ENST00000399032
ENSG00000135624	ENST00000539919
ENSG00000135624	ENST00000538797
ENSG00000162664	ENST00000370447
ENSG00000162664	ENST00000394583
ENSG00000162664	ENST00000455342
ENSG00000162664	ENST00000340281
ENSG00000162664	ENST00000361911
ENSG00000166333	ENST00000527327
ENSG00000166333	ENST00000537806
ENSG00000166333	ENST00000528995
ENSG00000166333	ENST00000532063
ENSG00000166333	ENST00000526114:ENST00000527121
ENSG00000166333	ENST00000299421:ENST00000420936:ENST00000396751
ENSG00000166333	ENST00000527394
ENSG00000173566	ENST00000309188
ENSG00000173566	ENST00000521807
ENSG00000173566	ENST00000522405
ENSG00000173566	ENST00000522379
ENSG00000173567	ENST00000421160
ENSG00000173567	ENST00000433584
ENSG00000173567	ENST00000311519
ENSG00000173567	ENST00000541401
ENSG00000173567	ENST00000333478:ENST00000447444
ENSG00000173567	ENST00000435303
ENSG00000196437	ENST00000591710
ENSG00000196437	ENST00000392150
ENSG00000196437	ENST00000589833
ENSG00000196437	ENST00000448051
ENSG00000196437	ENST00000392149:ENST00000316950
ENSG00000196437	ENST00000592490
ENSG00000196924	ENST00000369850
ENSG00000196924	ENST00000438732
ENSG00000196924	ENST00000360319:ENST00000422373
ENSG00000196924	ENST00000420627
ENSG00000196924	ENST00000444578
ENSG00000196924	ENST00000369856
ENSG00000196924	ENST00000344736
ENSG00000196924	ENST00000415241
ENSG00000125266	ENST00000245323
ENSG00000010295	ENST00000396840
ENSG00000010295	ENST00000436152
ENSG00000010295	ENST00000356896
ENSG00000010295	ENST00000465801
ENSG00000010295	ENST00000336604
ENSG00000010295	ENST00000487279
ENSG00000196433	ENST00000381241
ENSG00000196433	ENST00000432523
ENSG00000196433	ENST00000381233
ENSG00000196433	ENST00000381229
ENSG00000174032	ENST00000522438
ENSG00000174032	ENST00000519676
ENSG00000174032	ENST00000519547
ENSG00000174032	ENST00000539591
ENSG00000174032	ENST00000310862:ENST00000463262
ENSG00000196431	ENST00000354760
ENSG00000239590	ENST00000340750
ENSG00000196381	ENST00000358582:ENST00000590008
ENSG00000136938	ENST00000339399
ENSG00000172247	ENST00000302514
ENSG00000172247	ENST00000530097
ENSG00000137460	ENST00000511601:ENST00000260008
ENSG00000137463	ENST00000398955
ENSG00000137462	ENST00000260010
ENSG00000104679	ENST00000411463
ENSG00000104679	ENST00000518840
ENSG00000104679	ENST00000518454:ENST00000265806
ENSG00000104679	ENST00000521588
ENSG00000104679	ENST00000519952
ENSG00000104679	ENST00000520480
ENSG00000137497	ENST00000541641
ENSG00000137497	ENST00000368959
ENSG00000137497	ENST00000543009
ENSG00000137497	ENST00000545721
ENSG00000137497	ENST00000366394
ENSG00000137497	ENST00000542977
ENSG00000137497	ENST00000537930
ENSG00000137497	ENST00000535111
ENSG00000137497	ENST00000358965
ENSG00000137497	ENST00000544238
ENSG00000137497	ENST00000546131
ENSG00000137497	ENST00000535087
ENSG00000137497	ENST00000393695
ENSG00000137497	ENST00000535838
ENSG00000137497	ENST00000544129
ENSG00000137497	ENST00000537217
ENSG00000137497	ENST00000541719
ENSG00000137497	ENST00000351960
ENSG00000137497	ENST00000535947
ENSG00000137497	ENST00000543937
ENSG00000137497	ENST00000541584
ENSG00000168918	ENST00000491070
ENSG00000168918	ENST00000455936
ENSG00000168918	ENST00000451407
ENSG00000168918	ENST00000435188:ENST00000415617:ENST00000445964
ENSG00000168918	ENST00000359570
ENSG00000168918	ENST00000450745
ENSG00000168918	ENST00000538935
ENSG00000168918	ENST00000417661
ENSG00000168918	ENST00000422935
ENSG00000258289	ENST00000547625
ENSG00000258289	ENST00000549115
ENSG00000258289	ENST00000607599
ENSG00000258289	ENST00000551947
ENSG00000258289	ENST00000548752
ENSG00000258289	ENST00000359118
ENSG00000258289	ENST00000552002
ENSG00000258289	ENST00000551093
ENSG00000128512	ENST00000417165
ENSG00000128512	ENST00000494651
ENSG00000128512	ENST00000437633
ENSG00000128512	ENST00000423057
ENSG00000128512	ENST00000428084
ENSG00000128512	ENST00000445943
ENSG00000128512	ENST00000450156
ENSG00000128512	ENST00000437129
ENSG00000128512	ENST00000428053
ENSG00000184809	ENST00000380604
ENSG00000184809	ENST00000329618
ENSG00000184809	ENST00000380612
ENSG00000112195	ENST00000483722
ENSG00000168917	ENST00000446465:ENST00000393079
ENSG00000178904	ENST00000342179:ENST00000392250
ENSG00000178904	ENST00000592832
ENSG00000178904	ENST00000586987
ENSG00000178904	ENST00000586427
ENSG00000178904	ENST00000587077
ENSG00000178904	ENST00000588648
ENSG00000128519	ENST00000249284
ENSG00000168913	ENST00000399775
ENSG00000222036	ENST00000409832
ENSG00000222036	ENST00000547889
ENSG00000222036	ENST00000552966
ENSG00000120727	ENST00000265192:ENST00000394795:ENST00000510080
ENSG00000120727	ENST00000507755
ENSG00000120727	ENST00000511706
ENSG00000166800	ENST00000396213:ENST00000280706
ENSG00000175928	ENST00000319331
ENSG00000120729	ENST00000515645
ENSG00000120729	ENST00000239926
ENSG00000120729	ENST00000421631
ENSG00000135378	ENST00000257836
ENSG00000188403	ENST00000338912
ENSG00000126603	ENST00000262366:ENST00000433375
ENSG00000126602	ENST00000246957
ENSG00000126602	ENST00000574175
ENSG00000126602	ENST00000575707
ENSG00000126602	ENST00000571538
ENSG00000126602	ENST00000571011
ENSG00000126602	ENST00000538171
ENSG00000126602	ENST00000575671
ENSG00000126602	ENST00000571804:ENST00000570403
ENSG00000126602	ENST00000576335
ENSG00000173786	ENST00000441615
ENSG00000173786	ENST00000589772
ENSG00000173786	ENST00000472031
ENSG00000173786	ENST00000585452
ENSG00000173786	ENST00000591072
ENSG00000173786	ENST00000587679
ENSG00000173786	ENST00000393888
ENSG00000173786	ENST00000393892
ENSG00000117877	ENST00000590794
ENSG00000117877	ENST00000589804
ENSG00000117877	ENST00000592852
ENSG00000117877	ENST00000309424
ENSG00000117707	ENST00000471129
ENSG00000117707	ENST00000498508:ENST00000366958:ENST00000435016:ENST00000261454
ENSG00000117707	ENST00000607425
ENSG00000235478	ENST00000441544
ENSG00000235478	ENST00000428078
ENSG00000204306	ENST00000375081
ENSG00000204305	ENST00000375065
