Gene stable ID	Mouse gene stable ID	Mouse homology type
ENSG00000146859	ENSMUSG00000057137	ortholog_one2one
ENSG00000147400	ENSMUSG00000031347	ortholog_one2one
ENSG00000147592	ENSMUSG00000025937	ortholog_one2one
ENSG00000147669	ENSMUSG00000045996	ortholog_one2one
ENSG00000148154	ENSMUSG00000028381	ortholog_one2one
ENSG00000148229	ENSMUSG00000096158	ortholog_one2many
ENSG00000148229	ENSMUSG00000028394	ortholog_one2many
ENSG00000148290	ENSMUSG00000015790	ortholog_one2one
ENSG00000148291	ENSMUSG00000014873	ortholog_one2one
ENSG00000148362	ENSMUSG00000047617	ortholog_one2one
ENSG00000148384	ENSMUSG00000026925	ortholog_one2one
ENSG00000148399	ENSMUSG00000026975	ortholog_one2one
ENSG00000148400	ENSMUSG00000026923	ortholog_one2one
ENSG00000148411	ENSMUSG00000026932	ortholog_one2one
ENSG00000148730	ENSMUSG00000020091	ortholog_one2one
ENSG00000148843	ENSMUSG00000025047	ortholog_one2one
ENSG00000149218	ENSMUSG00000037419	ortholog_one2one
ENSG00000150316	ENSMUSG00000004096	ortholog_one2one
ENSG00000150456	ENSMUSG00000021951	ortholog_one2one
ENSG00000150457	ENSMUSG00000021959	ortholog_one2one
ENSG00000150907	ENSMUSG00000044167	ortholog_one2one
ENSG00000151135	ENSMUSG00000060935	ortholog_one2one
ENSG00000151461	ENSMUSG00000043241	ortholog_one2one
ENSG00000152102	ENSMUSG00000037503	ortholog_one2one
ENSG00000152382	ENSMUSG00000026563	ortholog_one2one
ENSG00000152409	ENSMUSG00000021690	ortholog_one2one
ENSG00000152484	ENSMUSG00000029640	ortholog_one2one
ENSG00000152518	ENSMUSG00000045817	ortholog_one2one
ENSG00000152684	ENSMUSG00000042275	ortholog_one2one
ENSG00000153147	ENSMUSG00000031715	ortholog_one2one
ENSG00000153201	ENSMUSG00000003226	ortholog_one2one
ENSG00000153561	ENSMUSG00000002222	ortholog_one2one
ENSG00000153574	ENSMUSG00000053604	ortholog_one2one
ENSG00000153774	ENSMUSG00000031954	ortholog_one2one
ENSG00000153879	ENSMUSG00000056216	ortholog_one2one
ENSG00000153989	ENSMUSG00000023068	ortholog_one2one
ENSG00000154079	ENSMUSG00000026154	ortholog_one2one
ENSG00000154174	ENSMUSG00000022752	ortholog_one2one
ENSG00000154727	ENSMUSG00000008976	ortholog_one2one
ENSG00000154813	ENSMUSG00000059877	ortholog_one2many
ENSG00000154813	ENSMUSG00000021905	ortholog_one2many
ENSG00000155008	ENSMUSG00000025525	ortholog_one2one
ENSG00000155115	ENSMUSG00000019837	ortholog_one2one
ENSG00000155729	ENSMUSG00000054770	ortholog_one2one
ENSG00000155876	ENSMUSG00000070934	ortholog_one2one
ENSG00000156232	ENSMUSG00000045795	ortholog_one2one
ENSG00000156853	ENSMUSG00000048921	ortholog_one2one
ENSG00000157184	ENSMUSG00000028607	ortholog_one2one
ENSG00000157259	ENSMUSG00000007415	ortholog_one2one
ENSG00000157778	ENSMUSG00000029551	ortholog_one2one
ENSG00000157933	ENSMUSG00000029050	ortholog_one2one
ENSG00000157978	ENSMUSG00000037295	ortholog_one2one
ENSG00000158156	ENSMUSG00000037752	ortholog_one2one
ENSG00000158373	ENSMUSG00000096807	ortholog_one2one
ENSG00000158417	ENSMUSG00000026083	ortholog_one2one
ENSG00000158457	ENSMUSG00000001763	ortholog_one2one
ENSG00000158470	ENSMUSG00000017929	ortholog_one2one
ENSG00000158526	ENSMUSG00000025264	ortholog_one2one
ENSG00000158615	ENSMUSG00000046062	ortholog_one2one
ENSG00000158716	ENSMUSG00000026544	ortholog_one2one
ENSG00000158828	ENSMUSG00000028756	ortholog_one2one
ENSG00000158850	ENSMUSG00000052423	ortholog_one2one
ENSG00000158863	ENSMUSG00000022095	ortholog_one2one
ENSG00000158985	ENSMUSG00000052298	ortholog_one2one
ENSG00000159189	ENSMUSG00000036896	ortholog_one2one
ENSG00000159377	ENSMUSG00000005779	ortholog_one2one
ENSG00000159388	ENSMUSG00000020423	ortholog_one2one
ENSG00000159592	ENSMUSG00000034042	ortholog_one2one
ENSG00000159792	ENSMUSG00000048310	ortholog_one2one
ENSG00000160007	ENSMUSG00000058230	ortholog_one2one
ENSG00000160208	ENSMUSG00000058392	ortholog_one2one
ENSG00000160214	ENSMUSG00000061032	ortholog_one2one
ENSG00000160695	ENSMUSG00000032127	ortholog_one2one
ENSG00000160714	ENSMUSG00000042572	ortholog_one2one
ENSG00000160803	ENSMUSG00000008604	ortholog_one2one
ENSG00000160888	ENSMUSG00000053560	ortholog_one2one
ENSG00000161980	ENSMUSG00000038628	ortholog_one2one
ENSG00000162086		
ENSG00000162377	ENSMUSG00000048351	ortholog_one2one
ENSG00000162384	ENSMUSG00000028608	ortholog_one2one
ENSG00000162407	ENSMUSG00000028517	ortholog_one2one
ENSG00000162434	ENSMUSG00000028530	ortholog_one2one
ENSG00000162511	ENSMUSG00000028581	ortholog_one2one
ENSG00000162645	ENSMUSG00000028270	ortholog_one2many
ENSG00000162645	ENSMUSG00000028269	ortholog_one2many
ENSG00000162928	ENSMUSG00000020283	ortholog_one2one
ENSG00000162961	ENSMUSG00000024067	ortholog_one2one
ENSG00000163191	ENSMUSG00000027907	ortholog_one2one
ENSG00000163257		
ENSG00000163328	ENSMUSG00000041762	ortholog_one2one
ENSG00000163344	ENSMUSG00000027952	ortholog_one2one
ENSG00000163428	ENSMUSG00000034158	ortholog_one2one
ENSG00000163444	ENSMUSG00000042305	ortholog_one2one
ENSG00000163463	ENSMUSG00000042747	ortholog_one2one
ENSG00000163527	ENSMUSG00000032437	ortholog_one2one
ENSG00000163558	ENSMUSG00000037643	ortholog_one2one
ENSG00000163634	ENSMUSG00000053453	ortholog_one2one
ENSG00000163684	ENSMUSG00000023156	ortholog_one2one
ENSG00000163807	ENSMUSG00000032551	ortholog_one2one
ENSG00000164032	ENSMUSG00000037894	ortholog_one2one
ENSG00000164105	ENSMUSG00000031609	ortholog_one2one
ENSG00000164151	ENSMUSG00000034525	ortholog_one2one
ENSG00000164182	ENSMUSG00000068184	ortholog_one2one
ENSG00000164187	ENSMUSG00000039704	ortholog_one2one
ENSG00000164332	ENSMUSG00000041231	ortholog_one2one
ENSG00000164405	ENSMUSG00000044894	ortholog_one2one
ENSG00000164442	ENSMUSG00000039910	ortholog_one2one
ENSG00000164543		
ENSG00000164692	ENSMUSG00000029661	ortholog_one2one
ENSG00000164715	ENSMUSG00000038970	ortholog_one2one
ENSG00000164898	ENSMUSG00000019689	ortholog_one2one
ENSG00000164902	ENSMUSG00000008301	ortholog_one2one
ENSG00000164919	ENSMUSG00000014313	ortholog_one2one
ENSG00000164967	ENSMUSG00000036114	ortholog_one2one
ENSG00000164978	ENSMUSG00000028443	ortholog_one2one
ENSG00000165030	ENSMUSG00000056749	ortholog_one2one
ENSG00000165156	ENSMUSG00000022361	ortholog_one2one
ENSG00000165175	ENSMUSG00000008035	ortholog_one2one
ENSG00000165272	ENSMUSG00000028435	ortholog_one2one
ENSG00000165312	ENSMUSG00000043415	ortholog_one2one
ENSG00000165389	ENSMUSG00000044408	ortholog_one2one
ENSG00000165502	ENSMUSG00000079435	ortholog_many2many
ENSG00000165512	ENSMUSG00000059878	ortholog_one2one
ENSG00000165527	ENSMUSG00000044147	ortholog_one2one
ENSG00000165650	ENSMUSG00000074746	ortholog_one2one
ENSG00000165660	ENSMUSG00000030965	ortholog_one2one
ENSG00000165678	ENSMUSG00000041028	ortholog_one2one
ENSG00000165684	ENSMUSG00000036281	ortholog_one2one
ENSG00000165704	ENSMUSG00000025630	ortholog_one2one
ENSG00000165724	ENSMUSG00000026974	ortholog_one2one
ENSG00000165732	ENSMUSG00000020075	ortholog_one2one
ENSG00000165733	ENSMUSG00000030138	ortholog_one2one
ENSG00000165832	ENSMUSG00000025086	ortholog_one2one
ENSG00000165943	ENSMUSG00000096458	ortholog_one2one
ENSG00000166189	ENSMUSG00000074811	ortholog_one2one
ENSG00000166228	ENSMUSG00000020098	ortholog_one2one
ENSG00000166275	ENSMUSG00000062376	ortholog_one2many
ENSG00000166295	ENSMUSG00000020107	ortholog_one2one
ENSG00000166326	ENSMUSG00000027189	ortholog_one2one
ENSG00000166337	ENSMUSG00000071151	ortholog_one2many
ENSG00000166337	ENSMUSG00000043866	ortholog_one2many
ENSG00000166794	ENSMUSG00000032383	ortholog_one2one
ENSG00000166889	ENSMUSG00000046139	ortholog_one2one
ENSG00000167136	ENSMUSG00000015337	ortholog_one2one
ENSG00000167182	ENSMUSG00000018678	ortholog_one2one
ENSG00000167363	ENSMUSG00000025175	ortholog_one2one
ENSG00000167635	ENSMUSG00000037029	ortholog_one2one
ENSG00000167700	ENSMUSG00000019080	ortholog_one2one
ENSG00000168002	ENSMUSG00000071662	ortholog_one2one
ENSG00000168040	ENSMUSG00000031077	ortholog_one2one
ENSG00000168118	ENSMUSG00000019478	ortholog_one2one
ENSG00000168159	ENSMUSG00000020496	ortholog_one2one
ENSG00000168175	ENSMUSG00000041775	ortholog_one2many
ENSG00000168175	ENSMUSG00000021840	ortholog_one2many
ENSG00000168209	ENSMUSG00000020108	ortholog_one2one
ENSG00000168273	ENSMUSG00000058351	ortholog_one2one
ENSG00000168282	ENSMUSG00000043998	ortholog_one2one
ENSG00000168286	ENSMUSG00000036442	ortholog_one2one
ENSG00000168497	ENSMUSG00000045954	ortholog_one2one
ENSG00000168612	ENSMUSG00000017764	ortholog_one2one
ENSG00000168653	ENSMUSG00000028648	ortholog_one2one
ENSG00000168734	ENSMUSG00000035268	ortholog_one2one
ENSG00000168795	ENSMUSG00000049657	ortholog_one2one
ENSG00000168899	ENSMUSG00000073002	ortholog_one2one
ENSG00000168924	ENSMUSG00000005299	ortholog_one2one
ENSG00000169019	ENSMUSG00000029213	ortholog_one2one
ENSG00000169020	ENSMUSG00000050856	ortholog_one2one
ENSG00000169021	ENSMUSG00000038462	ortholog_one2one
ENSG00000169100		
ENSG00000169188	ENSMUSG00000025269	ortholog_one2one
ENSG00000169217	ENSMUSG00000042502	ortholog_one2one
ENSG00000169504	ENSMUSG00000037242	ortholog_one2one
ENSG00000169564	ENSMUSG00000051695	ortholog_one2one
ENSG00000169612	ENSMUSG00000038646	ortholog_one2many
ENSG00000169612	ENSMUSG00000074826	ortholog_one2many
ENSG00000169612	ENSMUSG00000094437	ortholog_one2many
ENSG00000169715		
ENSG00000169740	ENSMUSG00000059689	ortholog_one2one
ENSG00000169813	ENSMUSG00000044757	ortholog_one2many
ENSG00000169813	ENSMUSG00000042079	ortholog_one2many
ENSG00000169857	ENSMUSG00000003604	ortholog_one2one
ENSG00000169895	ENSMUSG00000031357	ortholog_one2one
ENSG00000169905	ENSMUSG00000050565	ortholog_one2one
ENSG00000169967	ENSMUSG00000024383	ortholog_one2one
ENSG00000169976	ENSMUSG00000078348	ortholog_one2one
ENSG00000170027	ENSMUSG00000051391	ortholog_one2one
ENSG00000170145	ENSMUSG00000037112	ortholog_one2one
ENSG00000170340	ENSMUSG00000051650	ortholog_one2one
ENSG00000170430	ENSMUSG00000054612	ortholog_one2one
ENSG00000170604	ENSMUSG00000044030	ortholog_one2one
ENSG00000170606	ENSMUSG00000020361	ortholog_one2one
ENSG00000170759	ENSMUSG00000006740	ortholog_one2one
ENSG00000170852	ENSMUSG00000059486	ortholog_one2one
ENSG00000170855	ENSMUSG00000029535	ortholog_one2one
ENSG00000170860	ENSMUSG00000034192	ortholog_one2one
ENSG00000170989	ENSMUSG00000045092	ortholog_one2one
ENSG00000171135	ENSMUSG00000051256	ortholog_one2one
ENSG00000171150	ENSMUSG00000037104	ortholog_one2one
ENSG00000171155	ENSMUSG00000048970	ortholog_one2one
ENSG00000171159	ENSMUSG00000039195	ortholog_one2one
ENSG00000171222	ENSMUSG00000046229	ortholog_one2one
ENSG00000171223	ENSMUSG00000052837	ortholog_one2one
ENSG00000171314	ENSMUSG00000011752	ortholog_one2many
ENSG00000171421	ENSMUSG00000021607	ortholog_one2one
ENSG00000171497	ENSMUSG00000027804	ortholog_one2one
ENSG00000171522	ENSMUSG00000039942	ortholog_one2one
ENSG00000171823	ENSMUSG00000030019	ortholog_one2one
ENSG00000171862	ENSMUSG00000013663	ortholog_one2one
ENSG00000171865	ENSMUSG00000020630	ortholog_one2one
ENSG00000172007	ENSMUSG00000027739	ortholog_one2one
ENSG00000172086	ENSMUSG00000053012	ortholog_one2many
ENSG00000172086	ENSMUSG00000073018	ortholog_one2many
ENSG00000172216	ENSMUSG00000056501	ortholog_one2one
ENSG00000172428	ENSMUSG00000073616	ortholog_one2one
ENSG00000172465	ENSMUSG00000049536	ortholog_one2one
ENSG00000172889	ENSMUSG00000026921	ortholog_one2one
ENSG00000173141	ENSMUSG00000021967	ortholog_one2one
ENSG00000173221	ENSMUSG00000021591	ortholog_one2one
ENSG00000173281	ENSMUSG00000046794	ortholog_one2one
ENSG00000173436	ENSMUSG00000050608	ortholog_one2one
ENSG00000173545	ENSMUSG00000052253	ortholog_one2one
ENSG00000173660	ENSMUSG00000063882	ortholog_one2one
ENSG00000173726	ENSMUSG00000093904	ortholog_one2one
ENSG00000174021	ENSMUSG00000068523	ortholog_many2many
ENSG00000174106	ENSMUSG00000048661	ortholog_one2one
ENSG00000174132	ENSMUSG00000051185	ortholog_one2one
ENSG00000174282	ENSMUSG00000018750	ortholog_one2one
ENSG00000174695	ENSMUSG00000012422	ortholog_one2one
ENSG00000175104	ENSMUSG00000027164	ortholog_one2one
ENSG00000175130	ENSMUSG00000047945	ortholog_one2one
ENSG00000175155	ENSMUSG00000018427	ortholog_one2one
ENSG00000175213	ENSMUSG00000075040	ortholog_one2one
ENSG00000175324	ENSMUSG00000037296	ortholog_one2one
ENSG00000175334	ENSMUSG00000024844	ortholog_one2one
ENSG00000175756	ENSMUSG00000065990	ortholog_one2one
ENSG00000175895	ENSMUSG00000049969	ortholog_one2one
ENSG00000175970	ENSMUSG00000046562	ortholog_one2one
ENSG00000176022	ENSMUSG00000050796	ortholog_one2one
ENSG00000176087	ENSMUSG00000033272	ortholog_one2many
ENSG00000176087	ENSMUSG00000095078	ortholog_one2many
ENSG00000176101	ENSMUSG00000026966	ortholog_one2one
ENSG00000176248	ENSMUSG00000026965	ortholog_one2one
ENSG00000176340	ENSMUSG00000035885	ortholog_one2many
ENSG00000176386	ENSMUSG00000066149	ortholog_one2one
ENSG00000176396	ENSMUSG00000046058	ortholog_one2one
ENSG00000176410	ENSMUSG00000061118	ortholog_one2one
ENSG00000176485	ENSMUSG00000060675	ortholog_one2one
ENSG00000176533	ENSMUSG00000048240	ortholog_one2one
ENSG00000176731	ENSMUSG00000092072	ortholog_many2many
ENSG00000176731	ENSMUSG00000078784	ortholog_many2many
ENSG00000176903	ENSMUSG00000054383	ortholog_one2one
ENSG00000177105	ENSMUSG00000073982	ortholog_one2one
ENSG00000177352	ENSMUSG00000049305	ortholog_one2one
ENSG00000177383		
ENSG00000177469	ENSMUSG00000004044	ortholog_one2one
ENSG00000177485	ENSMUSG00000048047	ortholog_one2one
ENSG00000177576	ENSMUSG00000036299	ortholog_one2one
ENSG00000177606	ENSMUSG00000052684	ortholog_one2one
ENSG00000177613	ENSMUSG00000053536	ortholog_one2one
ENSG00000177700	ENSMUSG00000038489	ortholog_one2many
ENSG00000177700	ENSMUSG00000074846	ortholog_one2many
ENSG00000177706	ENSMUSG00000025854	ortholog_one2one
ENSG00000177733	ENSMUSG00000007836	ortholog_one2one
ENSG00000177868	ENSMUSG00000028643	ortholog_one2one
ENSG00000177971	ENSMUSG00000032288	ortholog_one2one
ENSG00000178074	ENSMUSG00000038323	ortholog_one2one
ENSG00000178096	ENSMUSG00000015943	ortholog_one2one
ENSG00000178567	ENSMUSG00000046785	ortholog_one2one
ENSG00000178585	ENSMUSG00000028988	ortholog_one2one
ENSG00000178695	ENSMUSG00000098557	ortholog_one2one
ENSG00000178726	ENSMUSG00000074743	ortholog_one2one
ENSG00000178913	ENSMUSG00000051316	ortholog_one2one
ENSG00000178951	ENSMUSG00000035011	ortholog_one2one
ENSG00000178988		
ENSG00000179010	ENSMUSG00000055302	ortholog_one2many
ENSG00000179010	ENSMUSG00000096361	ortholog_one2many
ENSG00000179041	ENSMUSG00000061024	ortholog_one2one
ENSG00000179091	ENSMUSG00000022551	ortholog_one2one
ENSG00000179119	ENSMUSG00000049516	ortholog_one2one
ENSG00000179144	ENSMUSG00000043931	ortholog_one2one
ENSG00000179163	ENSMUSG00000028673	ortholog_one2one
ENSG00000179271	ENSMUSG00000033751	ortholog_one2one
ENSG00000179456	ENSMUSG00000063659	ortholog_one2one
ENSG00000179562	ENSMUSG00000029708	ortholog_one2one
ENSG00000179833	ENSMUSG00000049800	ortholog_one2one
ENSG00000179922	ENSMUSG00000043290	ortholog_one2one
ENSG00000179933	ENSMUSG00000040822	ortholog_one2one
ENSG00000180233	ENSMUSG00000058446	ortholog_one2one
ENSG00000180425	ENSMUSG00000042293	ortholog_one2one
ENSG00000180530	ENSMUSG00000048490	ortholog_one2one
ENSG00000180573	ENSMUSG00000091383	ortholog_many2many
ENSG00000180628	ENSMUSG00000024805	ortholog_one2one
ENSG00000180992	ENSMUSG00000023939	ortholog_one2one
ENSG00000181035	ENSMUSG00000002346	ortholog_one2one
ENSG00000181472	ENSMUSG00000075327	ortholog_one2one
ENSG00000181817	ENSMUSG00000050188	ortholog_one2one
ENSG00000181915	ENSMUSG00000057134	ortholog_one2one
ENSG00000182004	ENSMUSG00000090553	ortholog_one2one
ENSG00000182118	ENSMUSG00000043068	ortholog_one2one
ENSG00000182154	ENSMUSG00000091233	ortholog_one2many
ENSG00000182154	ENSMUSG00000036850	ortholog_one2many
ENSG00000182179	ENSMUSG00000032596	ortholog_one2one
ENSG00000182208	ENSMUSG00000025147	ortholog_one2one
ENSG00000182307	ENSMUSG00000063236	ortholog_one2one
ENSG00000182712	ENSMUSG00000090110	ortholog_one2one
ENSG00000182810	ENSMUSG00000045538	ortholog_one2one
ENSG00000182827	ENSMUSG00000026499	ortholog_one2one
ENSG00000182831	ENSMUSG00000022507	ortholog_one2one
ENSG00000182952	ENSMUSG00000091775	ortholog_one2many
ENSG00000182952	ENSMUSG00000003038	ortholog_one2many
ENSG00000182952	ENSMUSG00000070713	ortholog_one2many
ENSG00000183172	ENSMUSG00000022452	ortholog_one2one
ENSG00000183340	ENSMUSG00000079083	ortholog_one2one
ENSG00000183648		
ENSG00000183718	ENSMUSG00000022113	ortholog_one2one
ENSG00000183726	ENSMUSG00000028822	ortholog_one2one
ENSG00000184207	ENSMUSG00000043445	ortholog_one2one
ENSG00000184436	ENSMUSG00000022760	ortholog_one2one
ENSG00000184602	ENSMUSG00000037972	ortholog_one2one
ENSG00000184678		
ENSG00000184840	ENSMUSG00000058569	ortholog_one2one
ENSG00000184857	ENSMUSG00000043140	ortholog_one2one
ENSG00000184924	ENSMUSG00000096199	ortholog_one2one
ENSG00000185009	ENSMUSG00000021824	ortholog_one2one
ENSG00000185043	ENSMUSG00000030538	ortholog_one2one
ENSG00000185085	ENSMUSG00000071652	ortholog_one2one
ENSG00000185163	ENSMUSG00000029504	ortholog_one2one
ENSG00000185222	ENSMUSG00000042712	ortholog_one2one
ENSG00000185608	ENSMUSG00000022706	ortholog_one2one
ENSG00000185721	ENSMUSG00000020457	ortholog_one2one
ENSG00000185885	ENSMUSG00000060591	ortholog_many2many
ENSG00000185885	ENSMUSG00000068631	ortholog_many2many
ENSG00000185885	ENSMUSG00000065968	ortholog_many2many
ENSG00000185885	ENSMUSG00000025492	ortholog_many2many
ENSG00000185885	ENSMUSG00000025491	ortholog_many2many
ENSG00000185885	ENSMUSG00000090468	ortholog_many2many
ENSG00000185885	ENSMUSG00000059108	ortholog_many2many
ENSG00000185909	ENSMUSG00000032609	ortholog_one2one
ENSG00000186222	ENSMUSG00000060708	ortholog_one2one
ENSG00000186660	ENSMUSG00000024695	ortholog_one2many
ENSG00000186834	ENSMUSG00000048878	ortholog_one2one
ENSG00000187189	ENSMUSG00000039485	ortholog_one2one
ENSG00000187325	ENSMUSG00000047242	ortholog_one2one
ENSG00000187608	ENSMUSG00000035692	ortholog_one2one
ENSG00000187713	ENSMUSG00000078201	ortholog_one2one
ENSG00000187837	ENSMUSG00000036181	ortholog_one2one
ENSG00000187840	ENSMUSG00000031490	ortholog_one2one
ENSG00000187866	ENSMUSG00000074922	ortholog_one2one
ENSG00000188021	ENSMUSG00000050148	ortholog_one2one
ENSG00000188229	ENSMUSG00000036752	ortholog_one2many
ENSG00000188229	ENSMUSG00000095159	ortholog_one2many
ENSG00000188342	ENSMUSG00000067995	ortholog_one2one
ENSG00000188486	ENSMUSG00000049932	ortholog_one2one
ENSG00000188636	ENSMUSG00000055745	ortholog_one2one
ENSG00000188725	ENSMUSG00000071180	ortholog_one2one
ENSG00000188976	ENSMUSG00000095567	ortholog_one2one
ENSG00000188986	ENSMUSG00000013465	ortholog_one2one
ENSG00000189043	ENSMUSG00000029632	ortholog_one2one
ENSG00000189060	ENSMUSG00000096210	ortholog_one2one
ENSG00000189077	ENSMUSG00000039886	ortholog_one2one
ENSG00000189171	ENSMUSG00000042312	ortholog_one2one
ENSG00000189241	ENSMUSG00000047514	ortholog_one2one
ENSG00000189266	ENSMUSG00000028675	ortholog_one2many
ENSG00000189306	ENSMUSG00000018040	ortholog_one2one
ENSG00000189339	ENSMUSG00000042202	ortholog_one2one
ENSG00000189369	ENSMUSG00000071723	ortholog_one2one
ENSG00000196154	ENSMUSG00000001020	ortholog_one2one
ENSG00000196242	ENSMUSG00000046575	ortholog_many2many
ENSG00000196329	ENSMUSG00000043505	ortholog_one2many
ENSG00000196329	ENSMUSG00000039264	ortholog_one2many
ENSG00000196449	ENSMUSG00000028889	ortholog_one2one
ENSG00000196453	ENSMUSG00000071477	ortholog_one2one
ENSG00000196507	ENSMUSG00000031409	ortholog_many2many
ENSG00000196507	ENSMUSG00000044550	ortholog_many2many
ENSG00000196507	ENSMUSG00000054034	ortholog_many2many
ENSG00000196683	ENSMUSG00000028998	ortholog_one2one
ENSG00000196693	ENSMUSG00000063281	ortholog_many2many
ENSG00000196700	ENSMUSG00000000823	ortholog_one2one
ENSG00000196850	ENSMUSG00000038582	ortholog_one2one
ENSG00000196865	ENSMUSG00000025078	ortholog_one2one
ENSG00000197019	ENSMUSG00000008384	ortholog_one2one
ENSG00000197329	ENSMUSG00000020134	ortholog_one2one
ENSG00000197622	ENSMUSG00000046722	ortholog_one2one
ENSG00000197728	ENSMUSG00000025362	ortholog_one2many
ENSG00000197728	ENSMUSG00000059775	ortholog_one2many
ENSG00000197747	ENSMUSG00000041959	ortholog_one2one
ENSG00000197780	ENSMUSG00000048100	ortholog_one2one
ENSG00000197903	ENSMUSG00000062727	ortholog_one2one
ENSG00000198060	ENSMUSG00000023307	ortholog_one2one
ENSG00000198087	ENSMUSG00000061665	ortholog_one2one
ENSG00000198168	ENSMUSG00000074093	ortholog_one2one
ENSG00000198252	ENSMUSG00000053205	ortholog_one2many
ENSG00000198252	ENSMUSG00000071748	ortholog_one2many
ENSG00000198258	ENSMUSG00000084786	ortholog_one2one
ENSG00000198355	ENSMUSG00000035828	ortholog_one2one
ENSG00000198478	ENSMUSG00000032261	ortholog_one2one
ENSG00000198646	ENSMUSG00000038369	ortholog_one2one
ENSG00000198680	ENSMUSG00000054000	ortholog_one2one
ENSG00000198695	ENSMUSG00000064368	ortholog_one2one
ENSG00000198712	ENSMUSG00000064354	ortholog_one2one
ENSG00000198727	ENSMUSG00000064370	ortholog_one2one
ENSG00000198755	ENSMUSG00000061988	ortholog_one2one
ENSG00000198763	ENSMUSG00000064345	ortholog_one2one
ENSG00000198786	ENSMUSG00000064367	ortholog_one2one
ENSG00000198804	ENSMUSG00000064351	ortholog_one2one
ENSG00000198818	ENSMUSG00000069899	ortholog_one2many
ENSG00000198818	ENSMUSG00000073468	ortholog_one2many
ENSG00000198830	ENSMUSG00000073371	ortholog_many2many
ENSG00000198832	ENSMUSG00000075702	ortholog_one2one
ENSG00000198833	ENSMUSG00000028277	ortholog_one2one
ENSG00000198840	ENSMUSG00000064360	ortholog_one2one
ENSG00000198853	ENSMUSG00000035969	ortholog_one2one
ENSG00000198886	ENSMUSG00000064363	ortholog_one2one
ENSG00000198887	ENSMUSG00000024943	ortholog_one2one
ENSG00000198888	ENSMUSG00000064341	ortholog_one2one
ENSG00000198899	ENSMUSG00000064357	ortholog_one2one
ENSG00000198900	ENSMUSG00000070544	ortholog_one2one
ENSG00000198912	ENSMUSG00000047613	ortholog_one2one
ENSG00000198937	ENSMUSG00000024018	ortholog_one2one
ENSG00000198938	ENSMUSG00000064358	ortholog_one2one
ENSG00000198951	ENSMUSG00000022453	ortholog_one2one
ENSG00000198960	ENSMUSG00000050394	ortholog_one2one
ENSG00000198961	ENSMUSG00000024083	ortholog_one2one
ENSG00000203950	ENSMUSG00000067924	ortholog_many2many
ENSG00000203950	ENSMUSG00000067925	ortholog_many2many
ENSG00000203950	ENSMUSG00000051851	ortholog_many2many
ENSG00000204304	ENSMUSG00000034673	ortholog_one2one
ENSG00000204899	ENSMUSG00000033186	ortholog_one2one
ENSG00000204922	ENSMUSG00000071654	ortholog_one2one
ENSG00000204954	ENSMUSG00000063320	ortholog_one2one
ENSG00000205138	ENSMUSG00000074211	ortholog_one2one
ENSG00000205544	ENSMUSG00000070394	ortholog_one2many
ENSG00000205765	ENSMUSG00000041935	ortholog_one2one
ENSG00000206418	ENSMUSG00000023460	ortholog_one2one
ENSG00000212907	ENSMUSG00000065947	ortholog_one2many
ENSG00000212907	ENSMUSG00000067736	ortholog_one2many
ENSG00000213145	ENSMUSG00000006360	ortholog_one2many
ENSG00000213281	ENSMUSG00000027852	ortholog_one2one
ENSG00000213337	ENSMUSG00000079610	ortholog_one2one
ENSG00000213341	ENSMUSG00000025199	ortholog_one2one
ENSG00000213516	ENSMUSG00000031134	ortholog_many2many
ENSG00000213551	ENSMUSG00000021811	ortholog_one2one
ENSG00000213625	ENSMUSG00000035212	ortholog_one2one
ENSG00000213719	ENSMUSG00000007041	ortholog_one2one
ENSG00000213741	ENSMUSG00000034892	ortholog_one2many
ENSG00000213741	ENSMUSG00000063180	ortholog_one2many
ENSG00000213965	ENSMUSG00000034875	ortholog_one2one
ENSG00000213977	ENSMUSG00000040158	ortholog_one2one
ENSG00000214114	ENSMUSG00000028647	ortholog_one2one
ENSG00000214736	ENSMUSG00000033475	ortholog_one2one
ENSG00000214753	ENSMUSG00000071659	ortholog_one2many
ENSG00000215251	ENSMUSG00000079043	ortholog_one2one
ENSG00000218739	ENSMUSG00000062691	ortholog_one2one
ENSG00000218891	ENSMUSG00000051550	ortholog_one2one
ENSG00000219545	ENSMUSG00000089862	ortholog_one2one
ENSG00000221821	ENSMUSG00000062619	ortholog_one2one
ENSG00000221869		
ENSG00000221944		
ENSG00000223496		
ENSG00000224470	ENSMUSG00000069895	ortholog_one2one
ENSG00000226479	ENSMUSG00000098923	ortholog_one2one
ENSG00000228253		
ENSG00000232838	ENSMUSG00000098387	ortholog_one2one
ENSG00000233927	ENSMUSG00000067288	ortholog_one2one
ENSG00000235750	ENSMUSG00000090394	ortholog_one2one
ENSG00000239305	ENSMUSG00000052656	ortholog_one2one
ENSG00000240857	ENSMUSG00000020621	ortholog_one2one
ENSG00000240972	ENSMUSG00000033307	ortholog_one2one
ENSG00000241058	ENSMUSG00000026707	ortholog_one2many
ENSG00000241839	ENSMUSG00000050721	ortholog_one2one
ENSG00000242616	ENSMUSG00000038607	ortholog_one2one
ENSG00000243056	ENSMUSG00000090264	ortholog_one2one
ENSG00000243147	ENSMUSG00000029142	ortholog_one2one
ENSG00000243725	ENSMUSG00000025413	ortholog_one2one
